headX,headY,spineX,spineY,shoulder centerX,shoulder centerX,shoulder rightX,shoulder rightY,elbowRightX,elbowRightY,wristrightX,wristrightY,center angle
-0.09192859,0.4077239,-0.1005234,-0.1229979,-0.09706201,0.2114524,0.06215023,0.1195651,0.09292425,-0.1514258,0.10801,-0.3847874,18.7616852794292
-0.09159242,0.4075568,-0.1005588,-0.1229912,-0.09704026,0.2113975,0.06219267,0.1197563,0.09278338,-0.1510949,0.1078675,-0.3844673,18.7657027988834
-0.09152374,0.4077476,-0.1005805,-0.1229823,-0.09706477,0.2113644,0.06214407,0.1198271,0.0926351,-0.1505761,0.1076071,-0.3839648,18.7532866008605
-0.09161227,0.4080763,-0.1006167,-0.1229634,-0.09711406,0.2113315,0.06210702,0.1199231,0.092549,-0.1502973,0.1073595,-0.3837063,18.7441398043133
-0.09165499,0.4086285,-0.100707,-0.122868,-0.09712996,0.2112572,0.06214446,0.1200349,0.09241147,-0.1498907,0.1071229,-0.38331,18.7311940434776
-0.09168663,0.4085918,-0.1007685,-0.1228673,-0.09728651,0.2112169,0.06212571,0.120042,0.09229555,-0.1495876,0.1070118,-0.3830161,18.7263093023477
-0.0918008,0.4090963,-0.1008011,-0.1228289,-0.09730655,0.2112095,0.06212048,0.1200364,0.09230164,-0.1493975,0.1067817,-0.3828425,18.7176801659313
-0.09183695,0.4090644,-0.1007921,-0.1228365,-0.0973458,0.2111935,0.06209268,0.1200057,0.09209646,-0.1501419,0.1067017,-0.3835897,18.7109527264074
-0.09236081,0.4079719,-0.1007851,-0.1228693,-0.09744085,0.2111451,0.06203259,0.1199908,0.09182797,-0.1506304,0.1067951,-0.3840658,18.7022824151574
-0.09276292,0.4080888,-0.1008016,-0.1228547,-0.09752126,0.2111883,0.06197523,0.1199996,0.09174635,-0.1503025,0.1065921,-0.3837495,18.6690499291219
-0.09296431,0.4084143,-0.100814,-0.1228322,-0.09753709,0.2111971,0.06191074,0.1200228,0.09171427,-0.1501553,0.1065158,-0.3836124,18.6735545057104
-0.09314086,0.4084685,-0.1008561,-0.1228364,-0.09792948,0.2111669,0.06176868,0.1200619,0.09161,-0.1498607,0.1070608,-0.3833334,18.6502567687549
-0.09333663,0.4081072,-0.1009903,-0.1227563,-0.09813023,0.2112215,0.06180509,0.1199477,0.09160216,-0.1497974,0.1069067,-0.3832855,18.6486644985856
-0.09340512,0.4082939,-0.1009933,-0.1227552,-0.09824517,0.2112131,0.06169346,0.1200115,0.09148023,-0.1500883,0.1067174,-0.3835843,18.6283912482404
-0.09372003,0.4092546,-0.1010034,-0.1227584,-0.0984725,0.2112912,0.06157251,0.1200794,0.09145604,-0.1499066,0.1065085,-0.3834162,18.6071109222638
-0.09365734,0.4095025,-0.1010255,-0.1227312,-0.09856655,0.2114104,0.06155981,0.1200996,0.09145787,-0.1498886,0.1062969,-0.3834154,18.5745010845145
-0.09367996,0.4095388,-0.1010342,-0.1227386,-0.09861577,0.2114511,0.0614758,0.1200913,0.09146819,-0.1497283,0.1061102,-0.3832704,18.5847071790875
-0.09388188,0.4092791,-0.1010566,-0.1227594,-0.09868285,0.2115105,0.06142033,0.1200762,0.09148393,-0.1496548,0.106087,-0.3832064,18.6067114559237
-0.09397618,0.4095567,-0.1010335,-0.1227718,-0.09872342,0.2115544,0.06136904,0.1201226,0.09151509,-0.1493314,0.1064852,-0.3828704,18.6122733179225
-0.09409351,0.4097642,-0.1010676,-0.122811,-0.09885551,0.2116264,0.06126217,0.1201607,0.09150676,-0.1491346,0.1063455,-0.3826809,18.6124008158913
-0.09401225,0.4099288,-0.1010671,-0.1228316,-0.09879526,0.2118096,0.0612232,0.1201751,0.09151722,-0.1489221,0.1061757,-0.3824819,18.652711484101
-0.09409254,0.4095413,-0.1010987,-0.1228483,-0.09883416,0.2118632,0.06122496,0.12015,0.09140396,-0.1492778,0.1062761,-0.3828413,18.601925522766
-0.09424131,0.409681,-0.1010968,-0.122861,-0.09894334,0.2118953,0.06121099,0.1201516,0.09125365,-0.1500954,0.1063047,-0.3836447,18.6105013268169
-0.09421943,0.4088332,-0.1010354,-0.1228959,-0.09893557,0.2118941,0.06119994,0.1201591,0.09125967,-0.1498834,0.1060547,-0.3834518,18.5962042558385
-0.09413303,0.4086668,-0.1010238,-0.1229128,-0.09903469,0.2119431,0.06124105,0.1202522,0.09125467,-0.1496165,0.1056553,-0.3832116,18.5440695499882
-0.09432816,0.4091724,-0.1010414,-0.1229099,-0.09908295,0.211965,0.06126707,0.1202185,0.09131685,-0.1493758,0.1053056,-0.3830096,18.5458110164201
-0.09377387,0.4083211,-0.1010307,-0.1229089,-0.09910267,0.2119809,0.06135783,0.1202362,0.09139589,-0.1498342,0.1053689,-0.3834369,18.5472501938886
-0.09342776,0.408596,-0.1009393,-0.1228495,-0.09887671,0.2122358,0.06152287,0.1203073,0.0913877,-0.1499221,0.1053431,-0.3835306,18.5496338492219
-0.09319329,0.4090375,-0.1009557,-0.122853,-0.09885851,0.2123246,0.06150171,0.1203156,0.09137502,-0.1501966,0.1052316,-0.3838173,18.5703373006776
-0.09304977,0.4090159,-0.1009598,-0.1228449,-0.09878532,0.2124304,0.06171816,0.1202332,0.09140801,-0.1503281,0.1052331,-0.383955,18.5584653616344
-0.09301439,0.4090851,-0.1009438,-0.1228438,-0.09869514,0.212501,0.06187534,0.1203489,0.09130325,-0.1507644,0.1050911,-0.3843958,18.5623399041031
-0.09262033,0.4086468,-0.1008222,-0.122856,-0.09862531,0.2125107,0.06188601,0.120376,0.09136596,-0.150992,0.1049155,-0.3846495,18.54603600464
-0.09252408,0.4084548,-0.1006441,-0.122834,-0.09857517,0.2125705,0.06193479,0.1203812,0.09134592,-0.1516735,0.1050206,-0.3853185,18.5182481530849
-0.0925696,0.4084752,-0.1005077,-0.1228314,-0.09799264,0.2127761,0.06197135,0.1204315,0.09130004,-0.1517714,0.1050065,-0.3854265,18.5497924809954
-0.09217391,0.4081381,-0.1004105,-0.1228385,-0.09791232,0.2127817,0.06201435,0.1204467,0.09124476,-0.151898,0.1051468,-0.3855563,18.5602224807903
-0.09130786,0.4085376,-0.1001857,-0.1227388,-0.0971601,0.2130785,0.0622129,0.120497,0.091196,-0.1519242,0.1050632,-0.3856024,18.588940734443
-0.09102704,0.4082286,-0.09993529,-0.122787,-0.09683429,0.213163,0.06227251,0.120551,0.09117457,-0.1520319,0.1052411,-0.3857698,18.5777029746079
-0.09049852,0.4079779,-0.09991772,-0.1227884,-0.09681225,0.2131592,0.06236073,0.1207176,0.09118588,-0.1521453,0.1051618,-0.3859164,18.5988691366827
-0.08991872,0.4077833,-0.09944173,-0.1228658,-0.09652256,0.2131542,0.0625535,0.1207294,0.09115764,-0.1522292,0.1051051,-0.3858705,18.5358431152422
-0.08956454,0.40793,-0.09926274,-0.1229027,-0.09640364,0.2131778,0.06262505,0.1207386,0.0911554,-0.1523194,0.1052781,-0.3858762,18.5140078938449
-0.08948708,0.4079014,-0.09895483,-0.123,-0.09613666,0.2132237,0.06267773,0.1207353,0.09118518,-0.1524648,0.1053028,-0.3858864,18.5057183713321
-0.08925893,0.4080626,-0.09853683,-0.1230316,-0.09587309,0.213242,0.06279254,0.1207641,0.09131653,-0.1519111,0.1052512,-0.3852009,18.4525908908136
-0.08904276,0.4080656,-0.09833618,-0.1231359,-0.09560684,0.2132718,0.06288869,0.1207436,0.09127512,-0.152257,0.105351,-0.3854091,18.4388522149861
-0.08916782,0.4094383,-0.09819839,-0.1231604,-0.09544932,0.2133348,0.06300282,0.1207167,0.09128739,-0.1523955,0.105382,-0.3854322,18.4401164533234
-0.08866906,0.4093828,-0.09806813,-0.123241,-0.09547918,0.2132841,0.06305675,0.1206872,0.09143902,-0.1518864,0.105257,-0.3848119,18.4367663739535
-0.08880912,0.4093581,-0.0979849,-0.1232561,-0.09536654,0.213232,0.0631434,0.1207166,0.09148486,-0.1522247,0.1053161,-0.3850266,18.4286606968369
-0.08841073,0.4095477,-0.0979436,-0.1232922,-0.09522702,0.2132738,0.06333171,0.1206463,0.09146231,-0.1524664,0.1053729,-0.3851416,18.4107793850768
-0.08846711,0.4095879,-0.09799007,-0.1233154,-0.09524044,0.2132017,0.06345796,0.1207668,0.09150559,-0.1527136,0.1053753,-0.3852776,18.4411692579555
-0.08823106,0.4096625,-0.09787272,-0.1233196,-0.0951724,0.213303,0.06343247,0.1207928,0.09155965,-0.1529581,0.1054261,-0.3854041,18.4261300594241
-0.08812516,0.409786,-0.09781152,-0.1233817,-0.0951583,0.2132848,0.06345478,0.12086,0.09162632,-0.1527735,0.1054687,-0.3851016,18.4196283234296
-0.08796401,0.4096786,-0.0977548,-0.1234211,-0.09510379,0.2132507,0.0634664,0.1208409,0.09166052,-0.1523674,0.1054629,-0.3845744,18.4114063367156
-0.08812907,0.4095983,-0.09778252,-0.123491,-0.09505718,0.2132584,0.06344152,0.1207741,0.09177089,-0.1526815,0.10545,-0.3847757,18.4411452313335
-0.08798496,0.4094015,-0.09770491,-0.1235276,-0.09497973,0.2132629,0.06346552,0.1207206,0.0917661,-0.1534005,0.1055192,-0.385363,18.4608847094571
-0.08781304,0.4084821,-0.09770184,-0.1235916,-0.09493305,0.2131823,0.06342094,0.1206447,0.09184203,-0.1531419,0.1054846,-0.3849844,18.4838870252076
-0.08786052,0.4084609,-0.09769216,-0.1236469,-0.09520121,0.213164,0.06330162,0.1206859,0.09194167,-0.1528855,0.1055233,-0.3846136,18.4907604493479
-0.08794794,0.4083653,-0.09771366,-0.1236624,-0.09527469,0.2130418,0.0632544,0.1207009,0.09194355,-0.1530857,0.1055848,-0.384701,18.5102101832842
-0.08805536,0.4084443,-0.09764442,-0.1235906,-0.09529793,0.2130596,0.06320018,0.1207143,0.09208062,-0.1526104,0.1059117,-0.3841614,18.5096449496673
-0.08798493,0.4088131,-0.09755824,-0.123529,-0.09531445,0.2130619,0.06309947,0.1209166,0.09208822,-0.1523025,0.1058826,-0.3837319,18.5009942224959
-0.08799832,0.408875,-0.09728985,-0.1234925,-0.09547438,0.2130998,0.06299952,0.1209699,0.09220002,-0.1517147,0.1058062,-0.3830286,18.4323665809851
-0.08805253,0.4089192,-0.09692127,-0.1234138,-0.09550407,0.2131002,0.0628836,0.1209114,0.09223191,-0.1514583,0.1057777,-0.3826554,18.3934283098591
-0.08810528,0.4088795,-0.09664591,-0.1232682,-0.09540448,0.2131356,0.06284713,0.1209564,0.09244592,-0.1509941,0.1057548,-0.3820444,18.361533093617
-0.08799309,0.4091505,-0.09653205,-0.1232118,-0.0954512,0.2131474,0.06274745,0.1209335,0.09244517,-0.1509366,0.1057309,-0.3818669,18.3336569682771
-0.08833421,0.4092169,-0.09639242,-0.1231769,-0.09549677,0.2131716,0.06253306,0.1210603,0.09240376,-0.1513149,0.1061236,-0.3821087,18.3459309303951
-0.0883739,0.4089719,-0.09615744,-0.1230509,-0.09584449,0.2131222,0.0624983,0.1210549,0.09227612,-0.1519242,0.1062809,-0.3825811,18.2705795276796
-0.08842473,0.4085763,-0.09585194,-0.1228381,-0.09593516,0.2130791,0.0624941,0.1210187,0.0922823,-0.1516294,0.1062775,-0.3821632,18.1916338795857
-0.08843488,0.4085862,-0.0955338,-0.1226036,-0.09614407,0.2130995,0.06242162,0.121089,0.09223773,-0.1517792,0.1064975,-0.3821919,18.1384756350855
-0.08855604,0.4087538,-0.09519489,-0.122171,-0.09622315,0.2131459,0.06241813,0.1211618,0.09226487,-0.1520697,0.1066257,-0.3823558,18.0859669932289
-0.08839674,0.4085186,-0.09483746,-0.1216185,-0.09630907,0.2131471,0.06242356,0.1212003,0.09224553,-0.1518006,0.106679,-0.3819683,18.0478390550138
-0.08840719,0.4082721,-0.09471537,-0.1213198,-0.09641308,0.2131908,0.06242561,0.121199,0.09233511,-0.1514933,0.106618,-0.3815209,17.9886645706909
-0.08838318,0.4082429,-0.09443919,-0.1210093,-0.0964241,0.213196,0.06242618,0.1211943,0.09236022,-0.1512614,0.1067633,-0.3811941,18.0443700899651
-0.08831359,0.4081827,-0.09431012,-0.1206101,-0.09646772,0.2132188,0.06242626,0.1211941,0.09232201,-0.1511308,0.1068132,-0.3809404,18.023769539789
-0.08844804,0.4080542,-0.09425672,-0.1204407,-0.09668559,0.2132336,0.06242727,0.1211899,0.09222312,-0.151502,0.106856,-0.3811888,17.9884529509367
-0.08842006,0.4081301,-0.09414697,-0.1202474,-0.09672167,0.2132562,0.06241908,0.1212242,0.09236874,-0.1510829,0.106759,-0.3807494,17.9630435634682
-0.08824276,0.4082379,-0.09406101,-0.1201363,-0.09678146,0.2132442,0.06241344,0.1212246,0.09214931,-0.1516086,0.1068214,-0.3812769,17.8916027710563
-0.08839027,0.408639,-0.09384437,-0.119985,-0.09674454,0.2132801,0.06240816,0.1212409,0.0921299,-0.1517679,0.1069007,-0.3814484,17.8632073797101
-0.08812745,0.4086375,-0.09344046,-0.119693,-0.09665828,0.2132787,0.06240908,0.1212343,0.09201347,-0.1520135,0.1070382,-0.3816157,17.802229630131
-0.08743177,0.4095501,-0.09312437,-0.119486,-0.09671481,0.2133912,0.06237821,0.1212465,0.09214992,-0.1521785,0.1072429,-0.3816992,17.7135459642569
-0.08752525,0.409562,-0.09298996,-0.1193223,-0.09669708,0.2134432,0.06232604,0.1213209,0.09220549,-0.1521882,0.1072568,-0.3815884,17.6882873558933
-0.08763156,0.4093424,-0.09303001,-0.1191874,-0.09671903,0.213466,0.06223382,0.1213564,0.09212749,-0.1521338,0.1084351,-0.3813118,17.4133745685701
-0.08773712,0.4092682,-0.09316216,-0.1188549,-0.09697587,0.2134636,0.06215547,0.1214692,0.09219285,-0.1516707,0.108265,-0.3807057,17.4255327811779
-0.08774617,0.409262,-0.09341945,-0.118574,-0.0972012,0.2134145,0.0620583,0.1215616,0.09205858,-0.1507329,0.1082222,-0.3796394,17.4927603656483
-0.08777393,0.4089906,-0.09346718,-0.1184675,-0.09746514,0.2134475,0.06195944,0.121558,0.09183735,-0.1499395,0.1087615,-0.3786822,17.553176694704
-0.08779538,0.4089108,-0.09378996,-0.1182305,-0.09799241,0.213518,0.06188605,0.1214147,0.09180559,-0.1490379,0.1087178,-0.3776218,17.5673877852695
-0.08791149,0.4091737,-0.09420517,-0.1178368,-0.09904622,0.2135389,0.06178916,0.121552,0.09169427,-0.1487201,0.1086787,-0.3771397,17.5468528571175
-0.08823061,0.4092804,-0.09444296,-0.1175804,-0.09946838,0.2134449,0.06175331,0.1214506,0.09165771,-0.1483818,0.1081774,-0.3766927,17.5655877683919
-0.08838175,0.4097787,-0.09467379,-0.1173178,-0.09968789,0.2134123,0.06185606,0.1212217,0.09135185,-0.1484262,0.1084997,-0.3766696,17.5793034997398
-0.08879663,0.4098128,-0.09490657,-0.1172028,-0.09990556,0.2133609,0.06173151,0.1212507,0.09111954,-0.1485137,0.1086347,-0.3766393,17.7352293519177
-0.08891619,0.4100223,-0.09507913,-0.117113,-0.1002724,0.213315,0.06154719,0.121063,0.09098535,-0.1484559,0.1085122,-0.3764826,17.7064955749382
-0.08914026,0.4101515,-0.09540715,-0.1169372,-0.1005051,0.2132845,0.06154181,0.1209629,0.0908621,-0.1483981,0.1087997,-0.3763104,17.8201861438783
-0.08981244,0.4107558,-0.09601187,-0.1167241,-0.1010454,0.2131854,0.06151397,0.1208546,0.09012531,-0.1484102,0.1089886,-0.3762028,17.8424281049286
-0.09054616,0.4108982,-0.09646975,-0.1165057,-0.1012312,0.2131481,0.06141089,0.1207338,0.08972394,-0.1494131,0.1091629,-0.3770325,17.9531970207179
-0.09109034,0.4109116,-0.09709687,-0.1162878,-0.1019669,0.2131661,0.0611659,0.1205542,0.08961026,-0.1496744,0.1092473,-0.3771408,18.0704815857137
-0.0914446,0.410794,-0.09744602,-0.1160526,-0.1024152,0.2131925,0.06088838,0.1204334,0.08940011,-0.1498866,0.1080577,-0.3772894,18.2263512594107
-0.09206754,0.4107842,-0.09784728,-0.1157732,-0.1029754,0.2131685,0.06075199,0.1203659,0.0891746,-0.1504184,0.1078907,-0.377676,18.2962380788836
-0.09275957,0.4111114,-0.09815228,-0.1156034,-0.1034302,0.213298,0.06040842,0.1203459,0.08913784,-0.1503926,0.1080388,-0.3775086,18.3131569474869
-0.09329526,0.410125,-0.09841216,-0.1152858,-0.1035056,0.2133129,0.06016927,0.1203246,0.08905224,-0.1503474,0.1081996,-0.3773301,18.3702629772993
-0.09364075,0.4094073,-0.09866188,-0.1150452,-0.103676,0.2133673,0.06001286,0.1202986,0.08892263,-0.1507766,0.1078996,-0.3775997,18.4876289908558
-0.0938861,0.409776,-0.09899966,-0.1148112,-0.1038882,0.2134477,0.0597962,0.1203896,0.08884704,-0.1502361,0.1078233,-0.3769527,18.6092347506924
-0.09437287,0.4100483,-0.09949258,-0.1144402,-0.1040758,0.2134741,0.05960019,0.1204522,0.0887541,-0.1502039,0.1081771,-0.3768389,18.6607013601071
-0.09492049,0.4102807,-0.0999463,-0.1142318,-0.1043435,0.2135628,0.05932685,0.1203704,0.08869396,-0.1501997,0.1084998,-0.3767253,18.709926106841
-0.09530724,0.4101259,-0.1002001,-0.1140594,-0.1044585,0.213541,0.05871813,0.120707,0.08860125,-0.1501684,0.1084608,-0.3765509,18.7871213166475
-0.09557099,0.4102373,-0.1004026,-0.1138259,-0.1044728,0.2136032,0.058546,0.1207302,0.08855057,-0.1503749,0.1084349,-0.3766291,18.8128232094131
-0.0958318,0.4103088,-0.1007962,-0.1137677,-0.1048059,0.2135586,0.05831673,0.1206204,0.08840939,-0.1504019,0.1083258,-0.3765006,18.8686618752489
-0.09613641,0.4107654,-0.1010716,-0.1136534,-0.1052043,0.2135272,0.05811031,0.1206343,0.08811956,-0.150461,0.1079961,-0.3763449,18.6651603644871
-0.09618066,0.4106412,-0.1013035,-0.113606,-0.105469,0.2134889,0.0579052,0.1205055,0.08784772,-0.1507593,0.1080019,-0.3766262,18.6070429615679
-0.09633839,0.4104246,-0.1015179,-0.1135484,-0.1060445,0.2134103,0.0576872,0.1204727,0.08753996,-0.1509935,0.1078705,-0.3766313,18.4968257767759
-0.09649757,0.4103332,-0.1017292,-0.1134892,-0.1064597,0.2132423,0.05744343,0.1203624,0.0874118,-0.1502797,0.107617,-0.3757176,18.6502792482883
-0.09655894,0.4103399,-0.1018647,-0.1134279,-0.1066207,0.2132334,0.05708302,0.1201634,0.08748117,-0.1498298,0.1079399,-0.3753493,17.9648067074927
-0.09653644,0.4102509,-0.1021117,-0.1134403,-0.106818,0.2131286,0.0567708,0.1197095,0.0874936,-0.1505416,0.1074355,-0.3759491,17.7763498833367
-0.09697802,0.4094512,-0.1023426,-0.1134831,-0.1071957,0.2129747,0.05649082,0.1194533,0.08739806,-0.1508388,0.1077493,-0.3763579,18.0220048109459
-0.09697361,0.4094423,-0.1025445,-0.1134542,-0.1074903,0.212922,0.05627986,0.1191956,0.08738023,-0.1510621,0.1072972,-0.3765548,18.4786770819957
-0.09739879,0.4095034,-0.102962,-0.1134293,-0.1084553,0.2127543,0.05605114,0.1189738,0.08726092,-0.1516354,0.1067784,-0.3770674,18.3093619846481
-0.09763856,0.4095987,-0.1033505,-0.1134057,-0.109045,0.212715,0.05545645,0.1191776,0.08713623,-0.1514284,0.1064775,-0.3768109,18.2219428269452
-0.09749036,0.4098212,-0.103535,-0.1133273,-0.1093802,0.2127948,0.055154,0.1191299,0.08702122,-0.1513385,0.1061562,-0.3767161,18.1343099286344
-0.09782646,0.409167,-0.1038137,-0.1133484,-0.1099956,0.2125905,0.0548384,0.1189607,0.08738285,-0.1517309,0.1057187,-0.3767622,18.0835562556616
-0.09786671,0.4083105,-0.1039858,-0.1132925,-0.1102737,0.212548,0.05471671,0.1189239,0.08752333,-0.1522344,0.1054762,-0.376915,18.0559456208289
-0.09793932,0.4080065,-0.1041083,-0.1132959,-0.1107418,0.2124302,0.05435004,0.1190595,0.0876425,-0.152232,0.1052039,-0.3768635,18.0001727862398
-0.09831668,0.4076523,-0.1045659,-0.1133969,-0.1112207,0.2123743,0.05386211,0.118797,0.08721451,-0.1514463,0.1051186,-0.3762026,17.9020363129085
-0.09834623,0.4077854,-0.1047905,-0.1133267,-0.1115442,0.212338,0.05370506,0.1187331,0.08620989,-0.1516575,0.1049761,-0.37656,17.9776775187681
-0.0987916,0.4075886,-0.1051586,-0.113303,-0.1118809,0.2122859,0.05329304,0.1187635,0.08594322,-0.151502,0.1048643,-0.3765136,17.9990540534498
-0.09947991,0.407538,-0.1055418,-0.1132883,-0.1122663,0.2122847,0.05313093,0.1187526,0.08486783,-0.1522394,0.1051221,-0.3773269,17.9001950813049
-0.09956118,0.4080846,-0.1056678,-0.1131956,-0.112422,0.2123421,0.0530669,0.1186988,0.08331344,-0.1524293,0.1054259,-0.3774514,17.3905394886244
-0.09954701,0.4081381,-0.1059881,-0.1130933,-0.112969,0.2124332,0.05275273,0.1185563,0.08238873,-0.1528839,0.1056253,-0.3779073,18.2932281151781
-0.09997693,0.4082732,-0.1063195,-0.1129548,-0.1131727,0.2124659,0.05256417,0.1185254,0.08217938,-0.1527749,0.1050654,-0.3777792,18.0039635411171
-0.09995322,0.4082796,-0.1064316,-0.112964,-0.1132732,0.2124667,0.05219218,0.1183437,0.08136465,-0.1528285,0.1049425,-0.3777325,17.071659684755
-0.1001247,0.4083365,-0.1068486,-0.1130218,-0.1138386,0.2124838,0.05145047,0.1182214,0.0807877,-0.1526262,0.1047733,-0.3775311,18.0695391846914
-0.1011292,0.4087301,-0.1071979,-0.1130361,-0.1144479,0.2125011,0.05057389,0.1181538,0.08077428,-0.152634,0.1047337,-0.3775286,17.8960732666538
-0.1013258,0.4085355,-0.1073296,-0.1129826,-0.1145432,0.2125458,0.05002858,0.1180131,0.08074138,-0.1526087,0.1046318,-0.3775688,17.8007050711212
-0.1014296,0.4085323,-0.1075512,-0.112968,-0.1146911,0.212524,0.0498063,0.1179948,0.08062205,-0.1527009,0.105207,-0.3777923,17.7460831202802
-0.1018768,0.4083839,-0.1078488,-0.1128847,-0.1152386,0.2125518,0.04955651,0.1180405,0.07997149,-0.1528398,0.1044572,-0.3778576,17.7482842345639
-0.1021275,0.4085829,-0.1079776,-0.1128291,-0.1154032,0.2126508,0.04940696,0.1181977,0.0798808,-0.1530121,0.1044888,-0.3780134,17.7557548817874
-0.1025444,0.4087096,-0.108222,-0.1127331,-0.1156972,0.2125559,0.04926,0.1182959,0.07982917,-0.153,0.1044751,-0.3779919,17.714937743655
-0.1028686,0.4084159,-0.1082769,-0.1126627,-0.1157245,0.2125677,0.04909391,0.1183852,0.07974236,-0.152848,0.1042865,-0.3778097,17.6741271023631
-0.1029482,0.4083217,-0.1083911,-0.1126359,-0.1158685,0.2125532,0.048784,0.1184242,0.07959949,-0.1529463,0.103165,-0.3778736,17.7185899288544
-0.1043194,0.4069276,-0.1085815,-0.1125683,-0.1165108,0.2123768,0.04857767,0.1185676,0.0794912,-0.1527744,0.104076,-0.3777561,18.1000557790476
-0.1046372,0.4070331,-0.1086105,-0.1125183,-0.1165238,0.2124756,0.04828082,0.1186519,0.07949801,-0.1527882,0.1038746,-0.3777595,18.0365906770737
-0.1047346,0.406956,-0.1087395,-0.1124772,-0.116666,0.2124088,0.04808439,0.1185843,0.07940079,-0.1527668,0.1039244,-0.3777147,18.3941688175929
-0.1050006,0.4074114,-0.1089376,-0.1124595,-0.1169443,0.2123203,0.04781441,0.1185472,0.07939593,-0.1527689,0.1039793,-0.377696,17.9481372552779
-0.1049514,0.4076576,-0.1089907,-0.1124267,-0.116901,0.212323,0.04774836,0.1186133,0.07939802,-0.1526954,0.1030417,-0.3775303,18.1042096643066
-0.1050593,0.4080122,-0.1091039,-0.1123862,-0.1169398,0.2122439,0.04777029,0.1186494,0.07923856,-0.1528102,0.1031778,-0.3776473,17.2434246535316
-0.1050225,0.4079774,-0.109125,-0.112354,-0.1169219,0.2122618,0.04772812,0.1187085,0.07924196,-0.1528388,0.1019408,-0.3774031,17.6756092810854
-0.1049333,0.408112,-0.1091596,-0.1123232,-0.1169433,0.2121895,0.04782654,0.1186023,0.07937324,-0.1530321,0.1023217,-0.377536,17.9752773516081
-0.1048567,0.408425,-0.1092801,-0.1122565,-0.1171005,0.2121231,0.04779845,0.1186327,0.07973767,-0.1531233,0.102339,-0.3775111,17.7707292418359
-0.1046143,0.4079806,-0.1092633,-0.1122937,-0.1170276,0.2120386,0.04785433,0.1186652,0.08072285,-0.1535511,0.1020517,-0.3778137,18.3290014395386
-0.1042647,0.4079915,-0.1092163,-0.1123261,-0.1168827,0.2119877,0.04800046,0.1183941,0.08098522,-0.153868,0.1020166,-0.3781278,18.2083574704649
-0.10422,0.4080997,-0.1092891,-0.1122929,-0.116903,0.2119001,0.04800401,0.118366,0.08152436,-0.1530078,0.1019702,-0.3772855,18.1466228710333
-0.103985,0.4080938,-0.1092521,-0.1122742,-0.1167227,0.211945,0.04814133,0.1183392,0.08174158,-0.1531768,0.1018351,-0.3774073,18.2993442338759
-0.1034183,0.4084139,-0.1092114,-0.1122492,-0.1166323,0.2119789,0.04829453,0.1181573,0.08189353,-0.1538139,0.1019063,-0.3781036,18.2130760553902
-0.1033755,0.4084714,-0.1092139,-0.1122808,-0.1166188,0.2119565,0.04833626,0.1181769,0.08203328,-0.1539438,0.1017862,-0.378174,18.1447780361693
-0.1028175,0.4079675,-0.1090785,-0.1123319,-0.1163578,0.211961,0.04841139,0.1180844,0.08219588,-0.1539392,0.1020649,-0.378211,18.1781389830643
-0.1020873,0.4080389,-0.1090067,-0.1122887,-0.1161966,0.2119334,0.04877452,0.1179972,0.08232117,-0.1540511,0.1012813,-0.3783881,18.0618447910343
-0.1022369,0.4073489,-0.10897,-0.1122882,-0.1161249,0.2119068,0.0488874,0.1179949,0.08255333,-0.153948,0.1014704,-0.3782755,18.3875497027648
-0.1022452,0.407297,-0.1087896,-0.1122939,-0.1158716,0.2119465,0.04906398,0.1178601,0.08272632,-0.1539295,0.1015928,-0.3782315,18.3161105717595
-0.101587,0.4078903,-0.1086968,-0.1122465,-0.1158154,0.211923,0.0494766,0.1180054,0.08277977,-0.153779,0.1014735,-0.3780293,18.3048991786272
-0.1016297,0.4079778,-0.1086328,-0.1122068,-0.1156148,0.2120338,0.04968752,0.1181017,0.08291557,-0.1538734,0.1016253,-0.3781635,18.2728734140942
-0.1015943,0.4077675,-0.1084918,-0.1122465,-0.1153383,0.2120496,0.04990613,0.11771,0.08305429,-0.1536414,0.1016436,-0.3779639,18.4175976930684
-0.1014889,0.4084859,-0.108401,-0.1121845,-0.1152115,0.2120437,0.05010554,0.1178834,0.08320884,-0.1524517,0.1016413,-0.3768678,18.3927296448049
-0.1010873,0.4074835,-0.1082894,-0.112137,-0.1149049,0.2120213,0.05022757,0.1179345,0.08335582,-0.1518281,0.1018481,-0.3763414,18.3835447942005
-0.100783,0.4073647,-0.108023,-0.1120666,-0.1145871,0.2119815,0.05050918,0.1180721,0.08356453,-0.1516907,0.1017586,-0.3761454,18.3653385076188
-0.1007705,0.4075746,-0.1079346,-0.1120393,-0.1143423,0.2119343,0.05071018,0.1182033,0.08356954,-0.151558,0.1018384,-0.3760183,18.3744431596448
-0.1006565,0.4074321,-0.1075421,-0.1119538,-0.1137376,0.2118794,0.05090623,0.1185765,0.08366523,-0.1513055,0.101856,-0.3757359,18.3625313501055
-0.100083,0.4078512,-0.1073113,-0.1118826,-0.1133883,0.2119737,0.05133891,0.1187183,0.08379122,-0.1514636,0.1019638,-0.375817,17.434688289922
-0.1000536,0.4078318,-0.1072399,-0.1118531,-0.1131969,0.2120179,0.0515253,0.1188594,0.08386949,-0.1514668,0.1024687,-0.3757893,17.4996444865025
