headX,headY,spineX,spineY,shoulder centerX,shoulder centerX,shoulder rightX,shoulder rightY,elbowRightX,elbowRightY,wristrightX,wristrightY,center angle
-0.1198341,0.4056342,-0.1169303,-0.1210292,-0.1207442,0.2124137,0.04310873,0.1144284,0.1081664,-0.1477483,0.1575294,-0.3743714,23.4730983551775
-0.117758,0.4049494,-0.1160325,-0.1212186,-0.1192409,0.2122919,0.04340458,0.1146724,0.1064693,-0.1481181,0.1492788,-0.3760432,23.0155925442922
-0.1158904,0.404768,-0.1151787,-0.1211076,-0.1185739,0.2122184,0.04432977,0.1149922,0.1051353,-0.1491309,0.1412481,-0.3784237,22.5385985743204
-0.1139022,0.4046403,-0.1142978,-0.1213105,-0.1178241,0.2120532,0.04545714,0.1149292,0.1041886,-0.1503264,0.1385109,-0.3799677,22.1278568171481
-0.1129208,0.4047132,-0.1133462,-0.1212464,-0.1169781,0.2118784,0.04634308,0.1152298,0.1026207,-0.1497691,0.1346889,-0.3797558,21.7070991329027
-0.1115497,0.4054473,-0.1124157,-0.1209662,-0.1156866,0.2124133,0.04762982,0.1157251,0.1003885,-0.1503927,0.1303595,-0.3806868,21.3076472115164
-0.1100661,0.4048406,-0.1111261,-0.1210583,-0.1149272,0.2123635,0.04836496,0.1160391,0.09844785,-0.1494204,0.1272665,-0.3799341,20.6673542184249
-0.1088943,0.4051995,-0.110542,-0.1208714,-0.113942,0.2126274,0.04921387,0.1162557,0.0971299,-0.1491533,0.1207885,-0.3801528,20.1895276794579
-0.1063553,0.4062975,-0.1097181,-0.1208515,-0.1125093,0.212985,0.05012131,0.1164171,0.09609213,-0.1488221,0.1147652,-0.380152,19.7931072867284
-0.1061314,0.4063644,-0.109441,-0.1207991,-0.1120047,0.2130334,0.05064524,0.1169215,0.09444371,-0.1494338,0.1124258,-0.3808178,19.5591350991489
-0.1057153,0.4065702,-0.1089978,-0.1206804,-0.1112958,0.2131867,0.05107769,0.117181,0.09362575,-0.150061,0.1104499,-0.3815124,19.4413957770827
-0.1047713,0.4067804,-0.1087745,-0.120702,-0.1106662,0.2132305,0.05158275,0.1170943,0.09343974,-0.1500069,0.1098403,-0.3815128,19.4311555200739
-0.1044264,0.4066874,-0.1084511,-0.1207733,-0.1101875,0.2132235,0.05197567,0.1171854,0.09306762,-0.1507806,0.1100066,-0.3823188,19.4020344860289
-0.1029858,0.4067547,-0.1079243,-0.1208754,-0.1090517,0.2135202,0.05257931,0.1168364,0.09310977,-0.1506656,0.1116712,-0.3822846,19.4109534353943
-0.1023888,0.4072836,-0.1077865,-0.1208882,-0.1087633,0.213532,0.05286466,0.1169283,0.09305758,-0.1510843,0.1119272,-0.3827192,19.4185018706578
-0.1017927,0.4070526,-0.1075398,-0.1208826,-0.1084968,0.2134591,0.05323598,0.1169279,0.09312985,-0.1515305,0.1126696,-0.383211,19.4321054115666
-0.1016786,0.4071386,-0.1072988,-0.1208607,-0.1082838,0.2134344,0.05342715,0.1170002,0.09316051,-0.1517079,0.1139832,-0.3833836,19.4846195042401
-0.1011547,0.407121,-0.1069808,-0.1207879,-0.107906,0.213446,0.0538831,0.1172517,0.09332839,-0.1522509,0.1141739,-0.3839639,19.5115142256023
-0.101101,0.4071386,-0.1067909,-0.120724,-0.1076789,0.2133758,0.05425472,0.1173851,0.09335954,-0.152192,0.1143418,-0.3839365,19.532022465793
-0.1004309,0.4074594,-0.1065054,-0.1206983,-0.1073116,0.2134055,0.05445568,0.1174703,0.09343838,-0.1517173,0.1143309,-0.3835153,19.5179963537366
-0.1004976,0.4072031,-0.106286,-0.1207842,-0.1071178,0.2133591,0.05458559,0.1175912,0.0935929,-0.1518896,0.1148421,-0.383707,19.4876639956794
-0.1004402,0.4072127,-0.1059437,-0.1207294,-0.1068627,0.2133292,0.05484593,0.1175521,0.09350751,-0.1519419,0.11518,-0.3838002,19.4560700035224
-0.09975807,0.4071428,-0.1055371,-0.1208231,-0.1065554,0.2134052,0.0550491,0.1175392,0.09353583,-0.1520947,0.1150335,-0.3839933,19.4066845453283
-0.09970372,0.4066575,-0.1052281,-0.1209784,-0.1062433,0.2133294,0.05534687,0.117425,0.09347514,-0.1521966,0.1156281,-0.3841521,19.3699833718811
-0.09927598,0.4071839,-0.1047727,-0.1210735,-0.1058512,0.2133593,0.05545939,0.1174793,0.09342217,-0.1524515,0.1156398,-0.384446,19.3248385535944
-0.09920436,0.4072774,-0.1045202,-0.1211738,-0.1050259,0.2134288,0.05592414,0.1173504,0.09344207,-0.1524805,0.1156752,-0.3845212,19.3518191294397
-0.09919298,0.4071962,-0.1044185,-0.1212551,-0.1049203,0.2132153,0.05616089,0.1173214,0.09345774,-0.1525945,0.1159432,-0.3846661,19.3470154607253
-0.09870825,0.4076651,-0.1040144,-0.121188,-0.1043732,0.2133059,0.05685475,0.1174434,0.09345485,-0.1525966,0.1160452,-0.3847193,19.3127986784695
-0.09836448,0.4072114,-0.103614,-0.1212842,-0.1036839,0.2132198,0.0578681,0.1173163,0.09352718,-0.1527366,0.1159634,-0.3848985,19.2884262275678
-0.09810605,0.4068018,-0.1034401,-0.1213816,-0.1035225,0.213131,0.05799112,0.1174661,0.09366654,-0.1530486,0.1159684,-0.3852448,19.269524542151
-0.09766517,0.4069644,-0.1029918,-0.1214798,-0.1028648,0.2134214,0.05858503,0.1172535,0.09367015,-0.1530854,0.116149,-0.3853367,19.2222576620494
-0.09760417,0.4071151,-0.1027992,-0.1215495,-0.1023858,0.2135659,0.05870432,0.1173488,0.09406216,-0.1537911,0.1161968,-0.3860489,19.216027839039
-0.09736951,0.4075988,-0.102477,-0.1216983,-0.1022022,0.2135234,0.05895401,0.1174007,0.09435215,-0.1541219,0.1168301,-0.3863617,19.1748873083131
-0.09729742,0.4078553,-0.1022928,-0.121851,-0.1013582,0.2136378,0.0591989,0.1174817,0.09438442,-0.1541739,0.1169103,-0.38645,19.2180414692154
-0.09724245,0.4075115,-0.1021306,-0.1220201,-0.1008314,0.2135559,0.0593558,0.1174948,0.09434136,-0.1543183,0.1169866,-0.3866184,19.2231462543977
-0.09728865,0.4076083,-0.102084,-0.1220505,-0.1006961,0.2135389,0.05959723,0.1176106,0.09441887,-0.1545926,0.1171772,-0.3869244,19.2387021503001
-0.0970883,0.4075561,-0.1019527,-0.1221249,-0.1005215,0.2135722,0.05998686,0.1175261,0.09523585,-0.1554255,0.1172735,-0.3877945,19.2391299612294
-0.09731422,0.4063762,-0.1017293,-0.1222996,-0.1003653,0.2134651,0.06029434,0.1174264,0.09517793,-0.1556452,0.1173679,-0.3880443,19.2096279523615
-0.09725422,0.4063111,-0.1013512,-0.1224604,-0.1001076,0.2134232,0.06048993,0.1174702,0.0955034,-0.155695,0.117139,-0.3881379,19.1199710283255
-0.09687096,0.4064821,-0.1012913,-0.1225432,-0.09977735,0.2134226,0.06092798,0.1173442,0.0956506,-0.1557864,0.1171557,-0.3882833,19.1286041195079
-0.09665823,0.4061068,-0.1010874,-0.1226633,-0.0995418,0.2133544,0.06107458,0.1174112,0.09577356,-0.1561903,0.1178207,-0.3887717,19.1194205570342
-0.09640714,0.4059059,-0.1009879,-0.1227406,-0.09931859,0.213301,0.06145186,0.1175117,0.09577514,-0.1561966,0.117494,-0.3888066,19.0968224022109
-0.09562695,0.4060766,-0.1008562,-0.1228189,-0.09894753,0.2133348,0.06177058,0.1174706,0.09574731,-0.1562004,0.1175595,-0.3888518,19.1149879653174
-0.09555112,0.4070859,-0.1008161,-0.1228509,-0.0987516,0.2133155,0.06192004,0.1174627,0.09583156,-0.1561906,0.1178657,-0.3888237,19.0729050344049
-0.0951947,0.4068142,-0.100711,-0.1229265,-0.09854683,0.2133759,0.06193456,0.117454,0.09583303,-0.1561157,0.1168504,-0.3888082,19.0497614173675
-0.09519103,0.4068439,-0.1004398,-0.1229495,-0.09803656,0.2134106,0.06212271,0.1175851,0.09576464,-0.1561716,0.116198,-0.3889117,19.0594814144505
-0.09508705,0.4068244,-0.1004191,-0.1229887,-0.0979385,0.2133651,0.06209474,0.1176849,0.09570455,-0.1560768,0.115718,-0.3888512,19.0278161374709
-0.09511103,0.4066793,-0.1003341,-0.123005,-0.09753326,0.2132789,0.06226634,0.1178345,0.09563214,-0.1560517,0.1153331,-0.3888526,19.025977601631
-0.09491938,0.4071872,-0.1002405,-0.1230162,-0.09724102,0.21323,0.06232192,0.1179804,0.09540481,-0.155853,0.1150387,-0.3886988,18.9977175437742
-0.0949589,0.4072124,-0.1002271,-0.1230415,-0.09722617,0.213229,0.06240288,0.1180462,0.09529527,-0.1557274,0.1148858,-0.3886464,18.9940927373171
-0.09479931,0.4068385,-0.1002062,-0.1230327,-0.09718137,0.2132148,0.06260389,0.1179841,0.09527504,-0.1556015,0.1138086,-0.3885822,18.9914088079489
-0.09465965,0.4067027,-0.1001948,-0.1230277,-0.09711543,0.2132061,0.06263416,0.1180847,0.09511169,-0.1555316,0.1132237,-0.3885494,19.007107371153
-0.09472817,0.4063638,-0.1001656,-0.1230667,-0.09684505,0.2131227,0.06269509,0.1181139,0.0949503,-0.155443,0.1125996,-0.3885047,18.9942924262784
-0.09471618,0.4063497,-0.1000526,-0.1230338,-0.09661235,0.2131382,0.06276453,0.118207,0.09488437,-0.1553756,0.1120941,-0.3884743,18.9973721704944
-0.09438791,0.4071361,-0.1000508,-0.1230219,-0.09661951,0.2131356,0.0627431,0.1183192,0.09466074,-0.1552397,0.1116665,-0.3883624,18.9961602429292
-0.09433895,0.4072894,-0.1001061,-0.1229992,-0.09661649,0.2131236,0.06277196,0.1185555,0.09441876,-0.1550405,0.1112006,-0.3881819,18.9918060023735
-0.09434509,0.4073938,-0.100114,-0.1230059,-0.09657584,0.2131061,0.0626763,0.118807,0.09423513,-0.1549615,0.1108088,-0.3881297,18.944010027592
-0.09395535,0.4081767,-0.1001179,-0.1230136,-0.09664962,0.2130791,0.06263966,0.1188265,0.09409016,-0.1549029,0.1102665,-0.3881004,18.9377689687145
-0.09393505,0.4081867,-0.1001836,-0.1230176,-0.09670643,0.2129214,0.06255408,0.1189986,0.09398351,-0.1548382,0.1098797,-0.3880544,18.9295197206189
-0.09375682,0.4081392,-0.1002394,-0.1230364,-0.09673053,0.2126784,0.06248911,0.1190849,0.09372117,-0.1533173,0.1097189,-0.3865518,18.9354610008556
-0.09365139,0.4082395,-0.1002773,-0.1230516,-0.09677915,0.2124151,0.06239532,0.1191968,0.09362802,-0.1533532,0.1096616,-0.386601,18.9288146370273
-0.09309899,0.4080884,-0.1003465,-0.1230535,-0.09685415,0.2122669,0.06234266,0.1192247,0.09346198,-0.1529278,0.1092396,-0.3861947,18.9263287909066
-0.09268755,0.4078347,-0.1004109,-0.1230168,-0.09691747,0.2120742,0.0623979,0.1192931,0.09332664,-0.1530872,0.1088523,-0.386384,18.8880240911025
-0.09267472,0.4078618,-0.1004265,-0.1230074,-0.09685375,0.211974,0.06234188,0.1192939,0.09320225,-0.1522007,0.1087052,-0.3855108,18.8375858410113
-0.09228827,0.4076343,-0.1004777,-0.1230522,-0.09693881,0.2117783,0.06228413,0.1194305,0.09307916,-0.1523662,0.1085031,-0.3856919,18.8204185350234
-0.09200832,0.4076842,-0.1004952,-0.1230396,-0.09695955,0.2116302,0.06221039,0.1194736,0.09300489,-0.151897,0.1082095,-0.3852421,18.7918730838686
